name,pokedex_number,percentage_male,type1,type2,classification,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Luvdisc,370,24.6,water,No Secondary Type,Rendezvous ,225,5120,"['Swift Swim', 'Hydration']",800000,70,43,30,55,40,65,97,3,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Bagon,371,50.0,dragon,No Secondary Type,Rock Head ,45,10240,"['Rock Head', 'Sheer Force']",1250000,35,45,75,60,40,30,50,3,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Shelgon,372,50.0,dragon,No Secondary Type,Endurance ,45,10240,"['Rock Head', 'Overcoat']",1250000,35,65,95,100,60,50,50,3,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Salamence,373,50.0,dragon,flying,Dragon ,45,10240,"['Intimidate', 'Moxie']",1250000,35,95,145,130,120,90,120,3,0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
Beldum,374,50.0,steel,psychic,Iron Ball ,3,10240,"['Clear Body', 'Light Metal']",1250000,35,40,55,80,35,60,30,3,0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
Metang,375,50.0,steel,psychic,Iron Claw ,3,10240,"['Clear Body', 'Light Metal']",1250000,35,60,75,100,55,80,50,3,0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
Metagross,376,50.0,steel,psychic,Iron Leg ,3,10240,"['Clear Body', 'Light Metal']",1250000,35,80,145,150,105,110,110,3,0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
Regirock,377,50.0,rock,No Secondary Type,Rock Peak ,3,20480,"['Clear Body', 'Sturdy']",1250000,35,80,100,200,50,100,50,3,1,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Regice,378,50.0,ice,No Secondary Type,Iceberg ,3,20480,"['Clear Body', 'Ice Body']",1250000,35,80,50,100,100,200,50,3,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Registeel,379,50.0,steel,No Secondary Type,Iron ,3,20480,"['Clear Body', 'Light Metal']",1250000,35,80,75,150,75,150,50,3,1,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
Latias,380,0.0,dragon,psychic,Eon ,3,30720,['Levitate'],1250000,90,80,100,120,140,150,110,3,1,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
Latios,381,100.0,dragon,psychic,Eon ,3,30720,['Levitate'],1250000,90,80,130,100,160,120,110,3,1,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
Kyogre,382,50.0,water,No Secondary Type,Sea Basin ,3,30720,['Drizzle'],1250000,0,100,150,90,180,160,90,3,1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Groudon,383,50.0,ground,No Secondary Type,Continent ,3,30720,['Drought'],1250000,0,100,180,160,150,90,90,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Rayquaza,384,50.0,dragon,flying,Sky High ,45,30720,['Air Lock'],1250000,0,105,180,100,180,100,115,3,1,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
Jirachi,385,50.0,steel,psychic,Wish ,3,30720,['Serene Grace'],1250000,100,100,100,100,100,100,100,3,1,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
Deoxys,386,50.0,psychic,No Secondary Type,DNA ,3,30720,['Pressure'],1250000,0,50,95,90,95,90,180,3,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Turtwig,387,88.1,grass,No Secondary Type,Tiny Leaf ,45,5120,"['Overgrow', 'Shell Armor']",1059860,70,55,68,64,45,55,31,4,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Grotle,388,88.1,grass,No Secondary Type,Grove ,45,5120,"['Overgrow', 'Shell Armor']",1059860,70,75,89,85,55,65,36,4,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Torterra,389,88.1,grass,ground,Continent ,45,5120,"['Overgrow', 'Shell Armor']",1059860,70,95,109,105,75,85,56,4,0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0
Chimchar,390,88.1,fire,No Secondary Type,Chimp ,45,5120,"['Blaze', 'Iron Fist']",1059860,70,44,58,44,58,44,61,4,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Monferno,391,88.1,fire,fighting,Playful ,45,5120,"['Blaze', 'Iron Fist']",1059860,70,64,78,52,78,52,81,4,0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
Infernape,392,88.1,fire,fighting,Flame ,45,5120,"['Blaze', 'Iron Fist']",1059860,70,76,104,71,104,71,108,4,0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
Piplup,393,88.1,water,No Secondary Type,Penguin ,45,5120,"['Torrent', 'Defiant']",1059860,70,53,51,53,61,56,40,4,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Prinplup,394,88.1,water,No Secondary Type,Penguin ,45,5120,"['Torrent', 'Defiant']",1059860,70,64,66,68,81,76,50,4,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Empoleon,395,88.1,water,steel,Emperor ,45,5120,"['Torrent', 'Defiant']",1059860,70,84,86,88,111,101,60,4,0,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5
Starly,396,50.0,normal,flying,Starling ,255,3840,"['Keen Eye', 'Reckless']",1059860,70,40,55,30,30,30,60,4,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Staravia,397,50.0,normal,flying,Starling ,120,3840,"['Intimidate', 'Reckless']",1059860,70,55,75,50,40,40,80,4,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Staraptor,398,50.0,normal,flying,Predator ,45,3840,"['Intimidate', 'Reckless']",1059860,70,85,120,70,50,60,100,4,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Bidoof,399,50.0,normal,No Secondary Type,Plump Mouse ,255,3840,"['Simple', 'Unaware', 'Moody']",1000000,70,59,45,40,35,40,31,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bibarel,400,50.0,normal,water,Beaver ,127,3840,"['Simple', 'Unaware', 'Moody']",1000000,70,79,85,60,55,60,71,4,0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Kricketot,401,50.0,bug,No Secondary Type,Cricket ,255,3840,"['Shed Skin', 'Run Away']",1059860,70,37,25,41,25,41,25,4,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Kricketune,402,50.0,bug,No Secondary Type,Cricket ,45,3840,"['Swarm', 'Technician']",1059860,70,77,85,51,55,51,65,4,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Shinx,403,50.0,electric,No Secondary Type,Flash ,235,5120,"['Rivalry', 'Intimidate', 'Guts']",1059860,70,45,65,34,40,34,45,4,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Luxio,404,50.0,electric,No Secondary Type,Spark ,120,5120,"['Rivalry', 'Intimidate', 'Guts']",1059860,100,60,85,49,60,49,60,4,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Luxray,405,50.0,electric,No Secondary Type,Gleam Eyes ,45,5120,"['Rivalry', 'Intimidate', 'Guts']",1059860,70,80,120,79,95,79,70,4,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Budew,406,50.0,grass,poison,Bud ,255,5120,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1059860,70,40,30,35,50,70,55,4,0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
Roserade,407,50.0,grass,poison,Bouquet ,75,5120,"['Natural Cure', 'Poison Point', 'Technician']",1059860,70,60,70,65,125,105,90,4,0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
Cranidos,408,88.1,rock,No Secondary Type,Head Butt ,45,7680,"['Mold Breaker', 'Sheer Force']",600000,70,67,125,40,30,30,58,4,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Rampardos,409,88.1,rock,No Secondary Type,Head Butt ,45,7680,"['Mold Breaker', 'Sheer Force']",600000,70,97,165,60,65,50,58,4,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Shieldon,410,88.1,rock,steel,Shield ,45,7680,"['Sturdy', 'Soundproof']",600000,70,30,42,118,42,88,30,4,0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Bastiodon,411,88.1,rock,steel,Shield ,45,7680,"['Sturdy', 'Soundproof']",600000,70,60,52,168,47,138,30,4,0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Burmy,412,50.0,bug,No Secondary Type,Bagworm ,120,3840,"['Shed Skin', 'Overcoat']",1000000,70,40,29,45,29,45,36,4,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Wormadam,413,0.0,bug,grass,Bagworm ,45,3840,"['Anticipation', 'Overcoat']",1000000,70,60,69,95,69,95,36,4,0,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
Mothim,414,100.0,bug,flying,Moth ,45,3840,"['Swarm', 'Tinted Lens']",1000000,70,70,94,50,94,50,66,4,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Combee,415,88.1,bug,flying,Tiny Bee ,120,3840,"['Honey Gather', 'Hustle']",1059860,70,30,30,42,30,42,70,4,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Vespiquen,416,0.0,bug,flying,Beehive ,45,3840,"['Pressure', 'Unnerve']",1059860,70,70,80,102,80,102,40,4,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Pachirisu,417,50.0,electric,No Secondary Type,EleSquirrel ,200,2560,"['Run Away', 'Pickup', 'Volt Absorb']",1000000,100,60,45,70,45,90,95,4,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Buizel,418,50.0,water,No Secondary Type,Sea Weasel ,190,5120,"['Swift Swim', 'Water Veil']",1000000,70,55,65,35,60,30,85,4,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Floatzel,419,50.0,water,No Secondary Type,Sea Weasel ,75,5120,"['Swift Swim', 'Water Veil']",1000000,70,85,105,55,85,50,115,4,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Cherubi,420,50.0,grass,No Secondary Type,Cherry ,190,5120,['Chlorophyll'],1000000,70,45,35,45,62,53,35,4,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Cherrim,421,50.0,grass,No Secondary Type,Blossom ,75,5120,['Flower Gift'],1000000,70,70,60,70,87,78,85,4,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Shellos,422,50.0,water,No Secondary Type,Sea Slug ,190,5120,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1000000,70,76,48,48,57,62,34,4,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Gastrodon,423,50.0,water,ground,Sea Slug ,75,5120,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1000000,70,111,83,68,92,82,39,4,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Ambipom,424,50.0,normal,No Secondary Type,Long Tail ,45,5120,"['Technician', 'Pickup', 'Skill Link']",800000,100,75,100,66,60,66,115,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Drifloon,425,50.0,ghost,flying,Balloon ,125,7680,"['Aftermath', 'Unburden', 'Flare Boost']",1640000,70,90,50,34,60,44,70,4,0,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
Drifblim,426,50.0,ghost,flying,Blimp ,60,7680,"['Aftermath', 'Unburden', 'Flare Boost']",1640000,70,150,80,44,90,54,80,4,0,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
Buneary,427,50.0,normal,No Secondary Type,Rabbit ,190,5120,"['Run Away', 'Klutz', 'Limber']",1000000,0,55,66,44,44,56,85,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lopunny,428,50.0,normal,No Secondary Type,Rabbit ,60,5120,"['Cute Charm', 'Klutz', 'Limber']",1000000,140,65,136,94,54,96,135,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mismagius,429,50.0,ghost,No Secondary Type,Magical ,45,6400,['Levitate'],800000,35,60,60,60,105,105,105,4,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Honchkrow,430,50.0,dark,flying,Big Boss ,30,5120,"['Insomnia', 'Super Luck', 'Moxie']",1059860,35,100,125,52,105,52,71,4,0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
Glameow,431,24.6,normal,No Secondary Type,Catty ,190,5120,"['Limber', 'Own Tempo', 'Keen Eye']",800000,70,49,55,42,42,37,85,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Purugly,432,24.6,normal,No Secondary Type,Tiger Cat ,75,5120,"['Thick Fat', 'Own Tempo', 'Defiant']",800000,70,71,82,64,64,59,112,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chingling,433,50.0,psychic,No Secondary Type,Bell ,120,6400,['Levitate'],800000,70,45,30,50,65,50,45,4,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Stunky,434,50.0,poison,dark,Skunk ,225,5120,"['Stench', 'Aftermath', 'Keen Eye']",1000000,70,63,63,47,41,41,74,4,0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Skuntank,435,50.0,poison,dark,Skunk ,60,5120,"['Stench', 'Aftermath', 'Keen Eye']",1000000,70,103,93,67,71,61,84,4,0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Bronzor,436,50.0,steel,psychic,Bronze ,255,5120,"['Levitate', 'Heatproof', 'Heavy Metal']",1000000,70,57,24,86,24,86,23,4,0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
Bronzong,437,50.0,steel,psychic,Bronze Bell ,90,5120,"['Levitate', 'Heatproof', 'Heavy Metal']",1000000,70,67,89,116,79,116,33,4,0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
Bonsly,438,50.0,rock,No Secondary Type,Bonsai ,255,5120,"['Sturdy', 'Rock Head', 'Rattled']",1000000,70,50,80,95,10,45,10,4,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Mime Jr.,439,50.0,psychic,fairy,Mime ,145,6400,"['Soundproof', 'Filter', 'Technician']",1000000,70,20,25,45,70,90,60,4,0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Happiny,440,0.0,normal,No Secondary Type,Playhouse ,130,10240,"['Natural Cure', 'Serene Grace', 'Friend Guard']",800000,140,100,5,5,15,65,30,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chatot,441,50.0,normal,flying,Music Note ,30,5120,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",1059860,35,76,65,45,92,42,91,4,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Spiritomb,442,50.0,ghost,dark,Forbidden ,100,7680,"['Pressure', 'Infiltrator']",1000000,70,50,92,108,92,108,35,4,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
Gible,443,50.0,dragon,ground,Land Shark ,45,10240,"['Sand Veil', 'Rough Skin']",1250000,70,58,70,45,40,45,42,4,0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
Gabite,444,50.0,dragon,ground,Cave ,45,10240,"['Sand Veil', 'Rough Skin']",1250000,70,68,90,65,50,55,82,4,0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
Garchomp,445,50.0,dragon,ground,Mach ,45,10240,"['Sand Veil', 'Rough Skin']",1250000,70,108,170,115,120,95,92,4,0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
Munchlax,446,88.1,normal,No Secondary Type,Big Eater ,50,10240,"['Pickup', 'Thick Fat', 'Gluttony']",1250000,70,135,85,40,40,85,5,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Riolu,447,88.1,fighting,No Secondary Type,Emanation ,75,6400,"['Steadfast', 'Inner Focus', 'Prankster']",1059860,70,40,70,40,35,40,60,4,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Lucario,448,88.1,fighting,steel,Aura ,45,6400,"['Steadfast', 'Inner Focus', 'Justified']",1059860,70,70,145,88,140,70,112,4,0,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
Hippopotas,449,50.0,ground,No Secondary Type,Hippo ,140,7680,"['Sand Stream', 'Sand Force']",1250000,70,68,72,78,38,42,32,4,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Hippowdon,450,50.0,ground,No Secondary Type,Heavyweight ,60,7680,"['Sand Stream', 'Sand Force']",1250000,70,108,112,118,68,72,47,4,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Skorupi,451,50.0,poison,bug,Scorpion ,120,5120,"['Battle Armor', 'Sniper', 'Keen Eye']",1250000,70,40,50,90,30,55,65,4,0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
Drapion,452,50.0,poison,dark,Ogre Scorp ,45,5120,"['Battle Armor', 'Sniper', 'Keen Eye']",1250000,70,70,90,110,60,75,95,4,0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Croagunk,453,50.0,poison,fighting,Toxic Mouth ,140,2560,"['Anticipation', 'Dry Skin', 'Poison Touch']",1000000,100,48,61,40,61,40,50,4,0,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
Toxicroak,454,50.0,poison,fighting,Toxic Mouth ,75,5120,"['Anticipation', 'Dry Skin', 'Poison Touch']",1000000,70,83,106,65,86,65,85,4,0,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
Carnivine,455,50.0,grass,No Secondary Type,Bug Catcher ,200,6400,['Levitate'],1250000,70,74,100,72,90,72,46,4,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Finneon,456,50.0,water,No Secondary Type,Wing Fish ,190,5120,"['Swift Swim', 'Storm Drain', 'Water Veil']",600000,70,49,49,56,49,61,66,4,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Lumineon,457,50.0,water,No Secondary Type,Neon ,75,5120,"['Swift Swim', 'Storm Drain', 'Water Veil']",600000,70,69,69,76,69,86,91,4,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Mantyke,458,50.0,water,flying,Kite ,25,6400,"['Swift Swim', 'Water Absorb', 'Water Veil']",1250000,70,45,20,50,60,120,50,4,0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Snover,459,50.0,grass,ice,Frosted Tree ,120,5120,"['Snow Warning', 'Soundproof']",1250000,70,60,62,50,62,60,40,4,0,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
Abomasnow,460,50.0,grass,ice,Frosted Tree ,60,5120,"['Snow Warning', 'Soundproof']",1250000,70,90,132,105,132,105,30,4,0,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
Weavile,461,50.0,dark,ice,Sharp Claw ,45,5120,"['Pressure', 'Pickpocket']",1059860,35,70,120,65,45,85,125,4,0,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
Magnezone,462,50.0,electric,steel,Magnet Area ,30,5120,"['Magnet Pull', 'Sturdy', 'Analytic']",1000000,70,70,70,115,130,90,60,4,0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
Lickilicky,463,50.0,normal,No Secondary Type,Licking ,30,5120,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1000000,70,110,85,95,80,95,50,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rhyperior,464,50.0,ground,rock,Drill ,30,5120,"['Lightningrod', 'Solid Rock', 'Reckless']",1250000,70,115,140,130,55,55,40,4,0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
